#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_37797	GCAP-Family	None	protein	None	None	None
pid_37808	Ca-++	None	small-molecule	None	None	None
pid_37813	GCAP-Family	None	protein	activating-residue-modification	None	None
pid_37819	all-trans-retinylester	None	small-molecule	None	None	None
pid_37821	11-cis-retinol	None	small-molecule	None	None	None
pid_37826	RPE65	UniProt:Q16518	protein	[S-palmitoyl-L-cysteine]@231;[S-palmitoyl-L-cysteine]@329;[S-palmitoyl-L-cysteine]@330	plasma-membrane	None
pid_37847	GNAT1	UniProt:P11488	protein	activating-residue-modification	None	None
pid_37857	cGMP	None	small-molecule	None	None	None
pid_37864	GC1	UniProt:Q02846	protein	[N-myristoyl-glycine]@2	None	None
pid_37875	GC1	UniProt:Q02846	protein	None	None	None
pid_37877	GC1	UniProt:Q02846	protein	None	None	None
pid_37886	CNGA1	UniProt:P29973	protein	None	None	None
pid_37889	CNGB1	UniProt:Q9UMG2	protein	None	None	None
pid_37896	GMP-(4-units)	None	small-molecule	None	None	None
pid_37908	PDE6G	UniProt:P18545	protein	None	None	None
pid_37917	PDE6A	UniProt:P16499	protein	None	None	None
pid_37920	PDE6B	UniProt:P35913	protein	None	None	None
pid_37931	RHO	UniProt:P08100	protein	[N-acetyl-L-methionine]@1;[N4-glycosyl-L-asparagine]@15;[N4-glycosyl-L-asparagine]@2;[S-palmitoyl-L-cysteine]@322;[S-palmitoyl-L-cysteine]@323	None	None
pid_37938	11-cis-retinal	None	small-molecule	None	None	None
pid_37948	GC2	UniProt:P51841	protein	None	None	None
pid_37952	GC2	UniProt:P51841	protein	None	None	None
pid_37960	Lecithin	None	small-molecule	None	None	None
pid_37962	2-acylglycerophosphocholine	None	small-molecule	None	None	None
pid_37969	Lecithin-Retinol-Acyl-Transferase	UniProt:O95237	protein	None	None	None
pid_37973	Na-+	None	small-molecule	None	extracellular-region	None
pid_37976	Na-+	None	small-molecule	None	cytoplasm	None
pid_37981	K-+	None	small-molecule	None	cytoplasm	None
pid_37983	K-+	None	small-molecule	None	extracellular-region	None
pid_37989	NCKX1	UniProt:O60721	protein	None	None	None
pid_37993	Arrestin	UniProt:P10523	protein	None	None	None
pid_38016	PDE6A	UniProt:P16499	protein	[S-farnesyl-L-cysteine]@null	None	None
pid_38018	PDE6B	UniProt:P35913	protein	[S-geranylgeranyl-L-cysteine]@null	None	None
pid_38047	RGS9-1	UniProt:O75916	protein	[O-phospho-L-serine]@427;[O-phospho-L-serine]@428	None	None
pid_38053	R9AP	UniProt:Q6ZS82	protein	None	None	None
pid_38056	Gbeta5	UniProt:O14775	protein	None	None	None
pid_38072	Na-+	None	small-molecule	None	None	None
pid_38085	phospho-opsin-phosphatase	None	protein	None	None	None
pid_38093	RDH5	UniProt:Q92781	protein	None	None	None
pid_38522	TERT	UniProt:O14746	protein	None	None	None
pid_38526	IL2	UniProt:P60568	protein	None	extracellular-region	None
pid_38530	IFN-gamma	UniProt:P01579	protein	None	None	None
pid_38533	IRF1	UniProt:P10914	protein	None	None	None
pid_38541	RAD9;Rad9	UniProt:Q99638	protein	None	None	None
pid_38544	HUS1;Hus1	UniProt:O60921	protein	None	None	None
pid_38547	RAD1;Rad1	UniProt:O60671	protein	None	None	None
pid_38554	Hsp90;HSP90	UniProt:P07900	protein	None	None	None
pid_38556	TER	None	rna	None	None	None
pid_38558	p23	UniProt:Q15185	protein	None	None	None
pid_38561	Dyskerin	UniProt:O60832	protein	None	None	None
pid_38587	PinX1	UniProt:Q96BK5	protein	None	None	None
pid_38604	ATM	UniProt:Q13315	protein	None	None	None
pid_38606	ATM	UniProt:Q13315	protein	[O-phospho-L-serine]@1981;activating-residue-modification	None	None
pid_38615	ATM	None	protein	None	None	None
pid_38616	TRF2	UniProt:Q15554	protein	None	None	None
pid_38626	COUP-TFII	UniProt:P24468	protein	None	None	None
pid_38631	Smad3;SMAD3	UniProt:P84022	protein	None	None	None
pid_38634	Smad3;SMAD3	UniProt:P84022	protein	[O-phospho-L-serine]@null;activating-residue-modification	None	None
pid_38641	TGFB1	UniProt:P01137	protein	None	None	None
pid_38643	TGF-bet-receptor-Type-II	None	protein	None	None	None
pid_38653	p27Kip1	UniProt:P46527	protein	None	None	None
pid_38663	TRF1	UniProt:P54274	protein	None	None	None
pid_38673	Nucleolin	UniProt:P19338	protein	None	None	None
pid_38691	E2F1	UniProt:Q01094	protein	None	None	None
pid_38719	SP3	UniProt:Q02447	protein	None	None	None
pid_38732	TERT	UniProt:O14746	protein	[O-phospho-L-serine]@824	None	None
pid_38748	TERT	UniProt:O14746	protein	[O-phospho-L-serine]@null	None	None
pid_38760	HPV-16-E6	UniProt:P03126	protein	None	None	None
pid_38763	E6AP	UniProt:Q05086	protein	None	None	None
pid_38773	KU70;Ku70	UniProt:P12956	protein	None	None	None
pid_38776	Ku80;KU80	UniProt:P13010	protein	None	None	None
pid_38802	Pif1	UniProt:Q1W5B6	protein	None	None	None
pid_38809	Oestrogen	None	small-molecule	None	None	None
pid_38824	TRF1	UniProt:P54274	protein	inactivating-residue-modification	None	None
pid_38826	Tankyrase1	UniProt:O95271	protein	None	None	None
pid_38835	NFX1-91	UniProt:Q9P2E3	protein	None	None	None
pid_38848	NFX1-91	UniProt:Q9P2E3	protein	[ubiquitinylated-lysine]@null	None	None
pid_38878	WRN	UniProt:Q14191	protein	None	None	None
pid_38894	TERT	UniProt:O14746	protein	[O4'-phospho-L-tyrosine]@null;inactivating-residue-modification	None	None
pid_38920	Smad3;SMAD3	UniProt:P84022	protein	[O-phospho-L-serine]@null	None	None
pid_38929	Hsp90;HSP90	None	protein	None	None	None
pid_38931	Dyskerin	None	protein	None	None	None
pid_38951	hEST1A	UniProt:Q86US8	protein	None	None	None
pid_38981	TERT	UniProt:O14746	protein	[phosphorylated-residue]@null	None	None
pid_38992	PKC-isoenzymes	None	protein	None	None	None
pid_39001	PARP2	UniProt:Q9UGN5	protein	None	None	None
pid_39005	TRF2	UniProt:Q15554	protein	inactivating-residue-modification	None	None
pid_39018	hnRNP-C1/C2	UniProt:P07910	protein	None	None	None
pid_39052	TIN2	UniProt:Q9BSI4	protein	None	None	None
pid_39055	Rap1	UniProt:Q9NYB0	protein	None	None	None
pid_39058	TPP1	UniProt:Q96AP0	protein	None	None	None
pid_39061	POT1	UniProt:Q9NUX5	protein	None	None	None
pid_39065	TRF2/Rap1	None	protein	None	None	None
pid_39084	TERT-isoform-2	UniProt:O14746	protein	None	None	None
pid_39133	BLM	UniProt:P54132	protein	None	None	None
pid_39146	p70S6K	UniProt:P23443	protein	None	cytoplasm	None
pid_39166	Apollo	None	protein	None	None	None
pid_39188	Interferon-type-I	UniProt:P48551	protein	None	None	None
pid_39198	Rad50	UniProt:Q92878	protein	None	None	None
pid_39200	Mre11	UniProt:P49959	protein	None	None	None
pid_39202	NBS1;Nbs1	UniProt:O60934	protein	None	None	None
pid_39300	PLCgamma2	UniProt:P16885	protein	None	cytoplasm	None
pid_39304	BCR	None	protein	None	None	None
pid_39306	Ig-alpha	UniProt:P11912	protein	None	None	None
pid_39309	B-cell-antigen	None	protein	None	extracellular-region	None
pid_39311	Syk;SYK	UniProt:P43405	protein	[O4'-phospho-L-tyrosine]@323;[O4'-phospho-L-tyrosine]@525;activating-residue-modification	None	None
pid_39315	Ig-beta	UniProt:P40259	protein	None	None	None
pid_39318	BLNK	UniProt:Q8WV28	protein	[O4'-phospho-L-tyrosine]@178;[O4'-phospho-L-tyrosine]@189;[O4'-phospho-L-tyrosine]@72;[O4'-phospho-L-tyrosine]@84;[O4'-phospho-L-tyrosine]@96;activating-residue-modification	None	None
pid_39337	PLCgamma2	UniProt:P16885	protein	activating-residue-modification	None	None
pid_39339	Btk	UniProt:Q06187	protein	None	None	None
pid_39354	SAB	UniProt:O60239	protein	None	None	None
pid_39358	IBtk	UniProt:Q9P2D0	protein	None	None	None
pid_39366	BCL2A1	UniProt:Q16548	protein	None	None	None
pid_39369	OCT2	UniProt:P09086	protein	None	None	None
pid_39372	BCL2A1	UniProt:Q16548	protein	activating-residue-modification	None	None
pid_39374	OCT2	UniProt:P09086	protein	activating-residue-modification	None	None
pid_39393	B-cell-antigen	None	protein	None	None	None
pid_39400	CARD11	UniProt:Q9BXL7	protein	activating-residue-modification	None	None
pid_39409	MEKK1	UniProt:Q13233	protein	activating-residue-modification	None	None
pid_39414	HRAS	UniProt:P01112	protein	activating-residue-modification	None	None
pid_39420	I-kappa-B-alpha	UniProt:P25963	protein	activating-residue-modification	cytoplasm	None
pid_39436	CD72	UniProt:P21854	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_39451	CD72	UniProt:P21854	protein	inactivating-residue-modification	None	None
pid_39485	I-kappa-B-alpha	UniProt:P25963	protein	activating-residue-modification	nucleus	None
pid_39493	I-kappa-B-beta	UniProt:Q15653	protein	activating-residue-modification	cytoplasm	None
pid_39497	I-kappa-B-beta	UniProt:Q15653	protein	activating-residue-modification	nucleus	None
pid_394	CTHRC1	UniProt:Q96CG8	protein	None	None	None
pid_39501	FOS;Fos	UniProt:P01100	protein	activating-residue-modification	nucleus	None
pid_39506	ELK1	UniProt:P19419	protein	[O-phospho-L-serine]@383;[O-phospho-L-serine]@389;activating-residue-modification	nucleus	None
pid_39514	CD19	UniProt:P15391	protein	None	None	None
pid_39517	CD19	UniProt:P15391	protein	[O4'-phospho-L-tyrosine]@391;activating-residue-modification	None	None
pid_39534	MEK1	UniProt:Q02750	protein	activating-residue-modification	None	None
pid_39543	ERK1;Erk1	UniProt:P27361	protein	activating-residue-modification	nucleus	None
pid_39545	CK2A1	UniProt:P68400	protein	None	nucleus	None
pid_39547	ERK1-2-active;Erk1-2-active	None	protein	activating-residue-modification	cytoplasm	None
pid_39552	AKT1;Akt1	UniProt:P31749	protein	[O-phospho-L-serine]@473;[O-phospho-L-threonine]@308;[O4'-phospho-L-tyrosine]@474;activating-residue-modification	cytoplasm	None
pid_39566	VAV2	UniProt:P52735	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_39575	ERK1-2-active;Erk1-2-active	None	protein	activating-residue-modification	nucleus	None
pid_39579	Bam32	UniProt:Q9UN19	protein	None	None	None
pid_39582	Bam32	UniProt:Q9UN19	protein	[O4'-phospho-L-tyrosine]@139;activating-residue-modification	None	None
pid_39594	I-kappa-B-alpha	UniProt:P25963	protein	[O-phospho-L-serine]@36;inactivating-residue-modification	None	None
pid_39596	CaM	UniProt:P62158	protein	[O4'-phospho-L-tyrosine]@99;activating-residue-modification	None	None
pid_39616	Rac1;RAC1	UniProt:P63000	protein	activating-residue-modification	None	None
pid_39620	I-kappa-B-beta	UniProt:Q15653	protein	activating-residue-modification	None	None
pid_39625	I-kappa-B-beta	UniProt:Q15653	protein	inactivating-residue-modification	None	None
pid_39632	BCAP	UniProt:Q5VTR6	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_39679	BCAP	UniProt:Q5VTR6	protein	None	None	None
pid_39687	CD22	UniProt:P20273	protein	[O4'-phospho-L-tyrosine]@762;[O4'-phospho-L-tyrosine]@807;[O4'-phospho-L-tyrosine]@822;[O4'-phospho-L-tyrosine]@842;activating-residue-modification	None	None
pid_39704	JUN;Jun	UniProt:P05412	protein	[O-phospho-L-serine]@63;[O-phospho-L-serine]@73	None	None
pid_39717	HPK1	UniProt:Q92918	protein	None	None	None
pid_39729	I-kappa-B-alpha	UniProt:P25963	protein	activating-residue-modification	None	None
pid_39764	CaMK;CAMK	UniProt:Q13555	protein	None	None	None
pid_39767	CaMK;CAMK	UniProt:Q13555	protein	activating-residue-modification	None	None
pid_39773	CD22	UniProt:P20273	protein	None	None	None
pid_39782	BLNK	UniProt:Q8WV28	protein	None	None	None
pid_39794	Calcineurin-A-alpha	UniProt:Q08209	protein	None	None	None
pid_39797	Calcineurin-A-gamma	UniProt:P48454	protein	None	None	None
pid_397	ROR2	UniProt:Q01974	protein	None	None	None
pid_39800	Calcineurin-A-beta	UniProt:P16298	protein	None	None	None
pid_39823	ELK1	UniProt:P19419	protein	None	nucleus	None
pid_39828	ETS1	UniProt:P14921	protein	None	None	None
pid_39831	ETS1	UniProt:P14921	protein	activating-residue-modification	None	None
pid_39838	LYN;Lyn	UniProt:P07948	protein	[O4'-phospho-L-tyrosine]@507;inactivating-residue-modification	None	None
pid_39860	VAV2	UniProt:P52735	protein	activating-residue-modification	None	None
pid_39865	CD72	UniProt:P21854	protein	None	None	None
pid_39878	NFATc	UniProt:O95644	protein	[O-phospho-L-serine]@117	cytoplasm	None
pid_39895	CD45	UniProt:P08575	protein	activating-residue-modification	None	None
pid_39903	I-kappa-B-beta	UniProt:Q15653	protein	None	nucleus	None
pid_39918	PTEN	UniProt:P60484	protein	activating-residue-modification	cytoplasm	None
pid_39996	EGFR	UniProt:P00533	protein	None	None	None
pid_40007	TCPTP-p48	UniProt:P17706	protein	None	Golgi-apparatus	None
pid_40010	TCPTP-p48	UniProt:P17706	protein	None	endoplasmic-reticulum	None
pid_40014	LMAN1	UniProt:P49257	protein	None	None	None
pid_40023	p52-SHC	UniProt:P29353	protein	[O4'-phospho-L-tyrosine]@239;[O4'-phospho-L-tyrosine]@240;[O4'-phospho-L-tyrosine]@317	None	None
pid_40029	p52-SHC	UniProt:P29353	protein	[O4'-phospho-L-tyrosine]@240;[O4'-phospho-L-tyrosine]@317;inactivating-residue-modification	None	None
pid_40035	TCPTP-p45	UniProt:P17706	protein	None	nucleus	None
pid_40043	TCPTP-p45	UniProt:P17706	protein	None	cytoplasm	None
pid_40058	alpha1-Integrin	UniProt:P56199	protein	None	None	None
pid_40061	TCPTP-p45	UniProt:P17706	protein	activating-residue-modification	None	None
pid_40072	CSF1R	UniProt:P07333	protein	[O4'-phospho-L-tyrosine]@546;[O4'-phospho-L-tyrosine]@561;[O4'-phospho-L-tyrosine]@699;[O4'-phospho-L-tyrosine]@708;[O4'-phospho-L-tyrosine]@723;[O4'-phospho-L-tyrosine]@923;inactivating-residue-modification	None	None
pid_400	WNT3A-WNT5A	None	protein	None	None	None
pid_40100	JAK3	UniProt:P52333	protein	inactivating-residue-modification	None	None
pid_40110	eIF2A	UniProt:Q8NFM1	protein	None	None	None
pid_40113	eIF2A	UniProt:Q8NFM1	protein	[O-phospho-L-serine]@null	None	None
pid_40118	PKR	UniProt:P19525	protein	None	None	None
pid_40130	JAK1	UniProt:P23458	protein	inactivating-residue-modification	None	None
pid_40143	STAT1	UniProt:P42224	protein	[methylated-L-arginine]@31;[O4'-phospho-L-tyrosine]@701	None	None
pid_40147	TCPTP-p45	UniProt:P17706	protein	[phosphorylated-residue]@null	nucleus	None
pid_40149	PIAS1	UniProt:O75925	protein	None	None	None
pid_40157	STAT1	UniProt:P42224	protein	[methylated-L-arginine]@31	None	None
pid_40158	TCPTP-p45	UniProt:P17706	protein	[phosphorylated-residue]@null	None	None
pid_40176	importin-alpha	UniProt:P52292	protein	None	None	None
pid_40187	RAB4A	UniProt:P20338	protein	None	None	None
pid_40204	PDGFRB	UniProt:P09619	protein	[O4'-phospho-L-tyrosine]@1009;[O4'-phospho-L-tyrosine]@579;[O4'-phospho-L-tyrosine]@581;[O4'-phospho-L-tyrosine]@716;[O4'-phospho-L-tyrosine]@740;[O4'-phospho-L-tyrosine]@751;[O4'-phospho-L-tyrosine]@763;[O4'-phospho-L-tyrosine]@771;[O4'-phospho-L-tyrosine]@775;[O4'-phospho-L-tyrosine]@857;inactivating-residue-modification	None	None
pid_40230	TCPTP-p45	UniProt:P17706	protein	inactivating-residue-modification	nucleus	None
pid_40241	STAT6	UniProt:P42226	protein	None	None	None
pid_40250	STAT1	UniProt:P42224	protein	[N-acetylated-L-lysine]@410;[N-acetylated-L-lysine]@413;[O4'-phospho-L-tyrosine]@701	None	None
pid_40256	STAT1	UniProt:P42224	protein	[N-acetylated-L-lysine]@410;[N-acetylated-L-lysine]@413	None	None
pid_40278	STAT3	UniProt:P40763	protein	None	cytoplasm	None
pid_40279	STAT3	UniProt:P40763	protein	[O4'-phospho-L-tyrosine]@705;activating-residue-modification	nucleus	None
pid_40294	Insulin-Receptor-Beta	UniProt:P06213	protein	[O4'-phospho-L-tyrosine]@1011;[O4'-phospho-L-tyrosine]@1185;[O4'-phospho-L-tyrosine]@1355;[O4'-phospho-L-tyrosine]@1361;[O4'-phospho-L-tyrosine]@992;Fragment:763-1382	plasma-membrane	None
pid_402	FZD5-FZD6	None	protein	None	None	None
pid_40302	TCPTP-p45	UniProt:P17706	protein	None	integral-to-membrane	None
pid_40312	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1054;[O4'-phospho-L-tyrosine]@1059;[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1214;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@951	None	None
pid_40330	VEGFA	UniProt:P15692	protein	Fragment:27-232	None	None
pid_40340	VEGFR2	UniProt:P35968	protein	[O4'-phospho-L-tyrosine]@1175;[O4'-phospho-L-tyrosine]@1305;[O4'-phospho-L-tyrosine]@1309;[O4'-phospho-L-tyrosine]@1319;[O4'-phospho-L-tyrosine]@951;inactivating-residue-modification	None	None
pid_40352	STAT6	UniProt:P42226	protein	[O4'-phospho-L-tyrosine]@641	None	None
pid_40370	Gab1;GAB1	UniProt:Q13480	protein	[O4'-phospho-L-tyrosine]@446;[O4'-phospho-L-tyrosine]@472;[O4'-phospho-L-tyrosine]@527;[O4'-phospho-L-tyrosine]@589;[O4'-phospho-L-tyrosine]@659	None	None
pid_40395	ATR	UniProt:Q13535	protein	activating-residue-modification	None	None
pid_40433	HGF-alpha	UniProt:P14210	protein	Fragment:32-494	None	None
pid_40437	HGF-beta	UniProt:P14210	protein	Fragment:495-728	None	None
pid_40449	MET-receptor-Beta	UniProt:P08581	protein	Fragment:308-1390	None	None
pid_40489	Cbp;CBP	UniProt:Q92793	protein	None	nucleus	None
pid_40500	STAT3	UniProt:P40763	protein	[O4'-phospho-L-tyrosine]@705	None	None
pid_40816	BARD1	UniProt:Q99728	protein	None	None	None
pid_40822	BARD1	UniProt:Q99728	protein	[O-phospho-L-serine]@148;[O-phospho-L-serine]@251;[O-phospho-L-serine]@288;[O-phospho-L-threonine]@299	None	None
pid_40844	FANCL	UniProt:Q9NW38	protein	None	None	None
pid_40847	FANCA	UniProt:O15360	protein	None	None	None
pid_40850	FANCF	UniProt:Q9NPI8	protein	None	None	None
pid_40853	FANCE	UniProt:Q9HB96	protein	None	None	None
pid_40856	FANCC	UniProt:Q00597	protein	None	None	None
pid_40859	FANCG	UniProt:O15287	protein	None	None	None
pid_40881	BACH1	None	protein	None	None	None
pid_40897	BRCA1	UniProt:P38398	protein	[O-phospho-L-serine]@null	None	None
pid_40899	p53	UniProt:P04637	protein	[O-phospho-L-serine]@15	None	None
pid_40905	UBCH5C;UbcH5C	UniProt:P61077	protein	None	None	None
pid_40920	CSTF1	UniProt:Q05048	protein	None	None	None
pid_40955	DNA-PKcs	UniProt:P78527	protein	None	None	None
pid_40972	FANCD2	UniProt:Q9BXW9	protein	None	None	None
pid_40975	FANCD2	UniProt:Q9BXW9	protein	[O-phospho-L-serine]@1401;[O-phospho-L-serine]@1404;[O-phospho-L-serine]@1418;[O-phospho-L-serine]@222;activating-residue-modification	None	None
pid_40987	ATM	UniProt:Q13315	protein	activating-residue-modification	None	None
pid_40993	FANCD2	UniProt:Q9BXW9	protein	[ubiquitinylated-lysine]@null;activating-residue-modification	None	None
pid_41027	UbcH7	UniProt:P68036	protein	None	None	None
pid_41060	CtIP;CTIP	UniProt:Q99708	protein	None	None	None
pid_41086	BARD1	UniProt:Q99728	protein	None	nucleus	None
pid_41093	CtIP;CTIP	UniProt:Q99708	protein	[O-phospho-L-serine]@664;[O-phospho-L-serine]@745	None	None
pid_41105	EWS	UniProt:Q01844	protein	None	None	None
pid_41108	EWS-Fli1	UniProt:Q9BZD1	protein	None	None	None
pid_41172	TopBP1	UniProt:Q92547	protein	None	None	None
pid_41308	PLCgamma1	UniProt:P19174	protein	activating-residue-modification	cell-cell-junction	None
pid_41312	PI-3-4-5-P3	None	small-molecule	None	cell-cell-junction	None
pid_41317	zyxin	UniProt:Q15942	protein	None	cell-cell-junction	None
pid_41318	zyxin	UniProt:Q15942	protein	activating-residue-modification	cell-cell-junction	None
pid_41323	p120-catenin	UniProt:O60716	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_41325	beta-catenin-gamma-catenin	None	protein	None	None	None
pid_41336	VASP	UniProt:P50552	protein	activating-residue-modification	cell-cell-junction	None
pid_41339	PI-4-5-P2	None	small-molecule	None	cell-cell-junction	None
pid_41359	Fyn	UniProt:P06241	protein	[O4'-phospho-L-tyrosine]@420;activating-residue-modification	plasma-membrane	None
pid_41361	Src	UniProt:P12931	protein	[O4'-phospho-L-tyrosine]@419;activating-residue-modification	plasma-membrane	None
pid_41370	Ajuba;ajuba	UniProt:Q96IF1	protein	None	cell-cell-junction	None
pid_41376	PIP5K1A	UniProt:Q99755	protein	activating-residue-modification	cell-cell-junction	None
pid_41388	CASR	UniProt:P41180	protein	activating-residue-modification	integral-to-membrane	None
