#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_171839	pid_49416	pid_171836	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8668165
pid_171840	pid_30749	pid_171836	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8668165
pid_171841	pid_7523	pid_171836	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:8668165
pid_171849	pid_171594	pid_171846	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12445202
pid_171924	pid_133635	pid_171922	ACTIVATION	None	None	None
pid_171928	pid_12135	pid_171925	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11239468;Pubmed:12556537;Pubmed:9520446
pid_171967	pid_5603	pid_171949	ACTIVATION	None	None	None
pid_171976	pid_30667	pid_171968	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11239468;Pubmed:11687592;Pubmed:15140882
pid_171977	pid_12135	pid_171968	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:11239468;Pubmed:11687592;Pubmed:15140882
pid_171985	pid_171986	pid_171982	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11994270;Pubmed:14676825;Pubmed:15140882;Pubmed:15677466
pid_172001	pid_14444	pid_171994	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12810696
pid_172010	pid_729	pid_172004	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15590645
pid_172017	pid_14471	pid_172014	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:16461286
pid_172024	pid_172025	pid_172019	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12847086
pid_172034	pid_14471	pid_172029	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12925709
pid_172035	pid_8546	pid_172029	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12925709
pid_172042	pid_172043	pid_172040	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10748097;Pubmed:16030257
pid_172050	pid_14444	pid_172048	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12447393;Pubmed:15590645
pid_172055	pid_172031	pid_172052	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12925709
pid_172064	pid_729	pid_172059	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11533043;Pubmed:15590645
pid_172077	pid_172078	pid_172066	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12447393
pid_172084	pid_14444	pid_172080	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:16030257
pid_172085	pid_172086	pid_172080	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:16030257
pid_172117	pid_14444	pid_172111	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12960436
pid_172133	pid_172134	pid_172121	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:19211056
pid_172152	pid_172153	pid_172144	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11535619;Pubmed:12589044;Pubmed:12657640;Pubmed:15146059;Pubmed:15231847;Pubmed:15590645;Pubmed:16139226;Pubmed:9314528
pid_172167	pid_172168	pid_172162	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16280360
pid_172172	pid_3464	pid_172170	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-genetic-interaction:ECO:0000011;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12925709
pid_172177	pid_134117	pid_52733	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16461286
pid_172186	pid_172070	pid_172180	ACTIVATION	LEFT_TO_RIGHT	inferred-from-genetic-interaction:ECO:0000011;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11532961;Pubmed:12447393
pid_172194	pid_172168	pid_172190	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16280360
pid_172200	pid_172201	pid_172196	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15980073
pid_172203	pid_172204	pid_172196	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15980073
pid_172207	pid_14444	pid_172196	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15980073
pid_172215	pid_14437	pid_172211	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11535619;Pubmed:12589044
pid_172223	pid_729	pid_172218	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15590645
pid_172225	pid_172226	pid_729	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17719203
pid_172227	pid_65855	pid_729	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17719203
pid_172229	pid_172230	pid_11379	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15231847
pid_172243	pid_14471	pid_172240	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-genetic-interaction:ECO:0000011;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12447393
pid_172248	pid_172197	pid_172170	ACTIVATION	None	inferred-from-genetic-interaction:ECO:0000011;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12379803;Pubmed:15980073
pid_172251	pid_14444	pid_172153	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8769418;Pubmed:9314528
pid_172258	pid_172021	pid_172253	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12847086
pid_172261	pid_26722	pid_28207	INHIBITION	None	None	Pubmed:12447393
pid_172268	pid_14444	pid_172262	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15231847
pid_172275	pid_14444	pid_172271	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12847086
pid_172276	pid_5292	pid_172271	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12847086
pid_172280	pid_14444	pid_40183	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14675422;Pubmed:16461286
pid_172287	pid_172288	pid_172283	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14585928
pid_172290	pid_3464	pid_172283	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14585928
pid_172297	pid_14471	pid_172293	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15802264
pid_172298	pid_3464	pid_172293	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15802264
pid_172334	pid_14444	pid_172313	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:14662749
pid_172343	pid_172344	pid_172337	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17664335
pid_172346	pid_14444	pid_172337	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17664335
pid_172354	pid_14437	pid_172350	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11535619;Pubmed:12589044
pid_172356	pid_172323	pid_57801	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14662749
pid_172362	pid_172363	pid_172358	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16280360
pid_172369	pid_172021	pid_172365	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12847086
pid_172377	pid_14444	pid_172372	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15775968
pid_172384	pid_172385	pid_172380	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16280360
pid_172398	pid_14519	pid_172395	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17719203
pid_172401	pid_171998	pid_164730	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12810696;Pubmed:9685333
pid_172428	pid_42127	pid_172421	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10499523;Pubmed:16261333;Pubmed:16391241;Pubmed:8596637;Pubmed:9595433
pid_172429	pid_172430	pid_172421	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10499523;Pubmed:16261333;Pubmed:16391241;Pubmed:8596637;Pubmed:9595433
pid_172436	pid_172437	pid_172421	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10499523;Pubmed:16261333;Pubmed:16391241;Pubmed:8596637;Pubmed:9595433
pid_172462	pid_172445	pid_172457	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10499523;Pubmed:8596637
pid_172475	pid_172445	pid_172472	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10499523
pid_172482	pid_44750	pid_172479	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8394352
pid_172488	pid_35379	pid_172485	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1381507
pid_172494	pid_83507	pid_172491	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:10206983
pid_172501	pid_12013	pid_172498	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172502	pid_12292	pid_172498	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172508	pid_12013	pid_172505	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172509	pid_12446	pid_172505	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172524	pid_83482	pid_172521	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7935374
pid_172530	pid_18215	pid_172527	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8631303
pid_172536	pid_39547	pid_172533	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:12972619
pid_172541	pid_12013	pid_172538	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172542	pid_12292	pid_172538	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172552	pid_83565	pid_172551	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:7889942
pid_172557	pid_12013	pid_172554	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172558	pid_12446	pid_172554	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12917261;Pubmed:1386920
pid_172562	pid_154152	pid_14037	ACTIVATION	None	None	Pubmed:1319997
pid_172569	pid_172570	pid_172564	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12922939;Pubmed:8764613
pid_172572	pid_4952	pid_172564	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12922939;Pubmed:8764613
pid_172573	pid_37981	pid_172564	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12922939;Pubmed:8764613
pid_172581	pid_12191	pid_172579	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15047866
pid_172587	pid_78846	pid_172584	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17569879
pid_172613	pid_9525	pid_172612	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:12719447
pid_172632	pid_42127	pid_172629	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12397581
pid_172633	pid_172430	pid_172629	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12397581
pid_172637	pid_172601	pid_14037	INHIBITION	None	None	Pubmed:1319997
pid_172641	pid_42127	pid_172638	ACTIVATION	None	None	Pubmed:10364236;Pubmed:17533154
pid_172642	pid_172643	pid_172638	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:10364236;Pubmed:17533154
pid_172666	pid_172667	pid_172663	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8940174
pid_172691	pid_172692	pid_172687	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1319997;Pubmed:2558572;Pubmed:3144974
pid_172706	pid_172707	pid_172703	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:1319997
pid_172714	pid_74944	pid_172713	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172715	pid_172430	pid_172713	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172725	pid_11799	pid_172719	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:1905483
pid_172730	pid_172731	pid_172727	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12606754
pid_172742	pid_172591	pid_172739	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8617878
pid_172743	pid_172437	pid_172739	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8617878
pid_172751	pid_172667	pid_172747	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:1319997;Pubmed:2558572;Pubmed:3144974
pid_172769	pid_86047	pid_172754	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12719447
pid_172770	pid_172437	pid_172754	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:12719447
pid_172779	pid_86047	pid_172774	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12606754;Pubmed:17569879
pid_172788	pid_172755	pid_172785	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12719447
pid_172795	pid_172430	pid_172791	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:17526654
pid_172800	pid_9379	pid_172797	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:8319594
pid_172802	pid_24893	pid_172579	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15047866
pid_172810	pid_172430	pid_172804	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11078350;Pubmed:1905483;Pubmed:2558572
pid_172811	pid_172721	pid_172804	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11078350;Pubmed:1905483;Pubmed:2558572
pid_172826	pid_74944	pid_172825	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172827	pid_172430	pid_172825	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172831	pid_4936	pid_172830	ACTIVATION	None	inferred-from-sequence-orthology:ECO:00000060	Pubmed:9595433
pid_172836	pid_30776	pid_172833	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12606754;Pubmed:17533154;Pubmed:17569879
pid_172843	pid_74944	pid_172838	ACTIVATION	None	None	Pubmed:15047866
pid_172844	pid_172430	pid_172838	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:15047866
pid_172858	pid_74944	pid_172857	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172859	pid_172430	pid_172857	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:11231316
pid_172864	pid_4936	pid_172862	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15200122
pid_172901	pid_4952	pid_172898	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:17569879
pid_172905	pid_114484	pid_172902	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_172910	pid_74944	pid_172906	ACTIVATION	None	None	Pubmed:17627891
pid_172911	pid_172430	pid_172906	ACTIVATION	None	None	Pubmed:17627891
pid_172920	pid_172565	pid_80902	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12922939;Pubmed:8843717
pid_172928	pid_74944	pid_172925	ACTIVATION	None	None	Pubmed:15047866
pid_172929	pid_172430	pid_172925	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:15047866
pid_172941	pid_9525	pid_172940	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-reporter-gene-assay:ECO:0000049	Pubmed:17533154
pid_172948	pid_33682	pid_172945	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17533154
pid_172952	pid_74944	pid_172951	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11231316
pid_172953	pid_172591	pid_172951	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11231316
pid_172957	pid_42127	pid_172955	ACTIVATION	None	None	None
pid_172962	pid_74944	pid_172958	ACTIVATION	None	None	Pubmed:17627891
pid_172963	pid_172430	pid_172958	ACTIVATION	None	None	Pubmed:17627891
pid_172973	pid_172974	pid_172971	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12370824;Pubmed:1380001;Pubmed:8940113
pid_172975	pid_70181	pid_172971	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12370824;Pubmed:1380001;Pubmed:8940113
